value,coordinates,summary,flagInfo.hasFlags,parameter.id,parameter.name,parameter.units,parameter.displayName,period.label,period.interval,period.datetimeFrom.utc,period.datetimeFrom.local,period.datetimeTo.utc,period.datetimeTo.local,coverage.expectedCount,coverage.expectedInterval,coverage.observedCount,coverage.observedInterval,coverage.percentComplete,coverage.percentCoverage,coverage.datetimeFrom.utc,coverage.datetimeFrom.local,coverage.datetimeTo.utc,coverage.datetimeTo.local
6.363,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T01:00:00Z,2025-12-11T02:00:00+01:00,2025-12-11T02:00:00Z,2025-12-11T03:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T01:00:00Z,2025-12-11T02:00:00+01:00,2025-12-11T02:00:00Z,2025-12-11T03:00:00+01:00
4.887,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T02:00:00Z,2025-12-11T03:00:00+01:00,2025-12-11T03:00:00Z,2025-12-11T04:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T02:00:00Z,2025-12-11T03:00:00+01:00,2025-12-11T03:00:00Z,2025-12-11T04:00:00+01:00
6.374,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T03:00:00Z,2025-12-11T04:00:00+01:00,2025-12-11T04:00:00Z,2025-12-11T05:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T03:00:00Z,2025-12-11T04:00:00+01:00,2025-12-11T04:00:00Z,2025-12-11T05:00:00+01:00
6.623,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T04:00:00Z,2025-12-11T05:00:00+01:00,2025-12-11T05:00:00Z,2025-12-11T06:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T04:00:00Z,2025-12-11T05:00:00+01:00,2025-12-11T05:00:00Z,2025-12-11T06:00:00+01:00
8.732,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T05:00:00Z,2025-12-11T06:00:00+01:00,2025-12-11T06:00:00Z,2025-12-11T07:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T05:00:00Z,2025-12-11T06:00:00+01:00,2025-12-11T06:00:00Z,2025-12-11T07:00:00+01:00
12.661,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T07:00:00Z,2025-12-11T08:00:00+01:00,2025-12-11T08:00:00Z,2025-12-11T09:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T07:00:00Z,2025-12-11T08:00:00+01:00,2025-12-11T08:00:00Z,2025-12-11T09:00:00+01:00
12.193,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T08:00:00Z,2025-12-11T09:00:00+01:00,2025-12-11T09:00:00Z,2025-12-11T10:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T08:00:00Z,2025-12-11T09:00:00+01:00,2025-12-11T09:00:00Z,2025-12-11T10:00:00+01:00
12.496,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T09:00:00Z,2025-12-11T10:00:00+01:00,2025-12-11T10:00:00Z,2025-12-11T11:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T09:00:00Z,2025-12-11T10:00:00+01:00,2025-12-11T10:00:00Z,2025-12-11T11:00:00+01:00
17.278,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T10:00:00Z,2025-12-11T11:00:00+01:00,2025-12-11T11:00:00Z,2025-12-11T12:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T10:00:00Z,2025-12-11T11:00:00+01:00,2025-12-11T11:00:00Z,2025-12-11T12:00:00+01:00
11.25,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T11:00:00Z,2025-12-11T12:00:00+01:00,2025-12-11T12:00:00Z,2025-12-11T13:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T11:00:00Z,2025-12-11T12:00:00+01:00,2025-12-11T12:00:00Z,2025-12-11T13:00:00+01:00
9.225,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T12:00:00Z,2025-12-11T13:00:00+01:00,2025-12-11T13:00:00Z,2025-12-11T14:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T12:00:00Z,2025-12-11T13:00:00+01:00,2025-12-11T13:00:00Z,2025-12-11T14:00:00+01:00
12.617,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T13:00:00Z,2025-12-11T14:00:00+01:00,2025-12-11T14:00:00Z,2025-12-11T15:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T13:00:00Z,2025-12-11T14:00:00+01:00,2025-12-11T14:00:00Z,2025-12-11T15:00:00+01:00
13.866,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T14:00:00Z,2025-12-11T15:00:00+01:00,2025-12-11T15:00:00Z,2025-12-11T16:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T14:00:00Z,2025-12-11T15:00:00+01:00,2025-12-11T15:00:00Z,2025-12-11T16:00:00+01:00
22.391,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T15:00:00Z,2025-12-11T16:00:00+01:00,2025-12-11T16:00:00Z,2025-12-11T17:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T15:00:00Z,2025-12-11T16:00:00+01:00,2025-12-11T16:00:00Z,2025-12-11T17:00:00+01:00
23.562,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T16:00:00Z,2025-12-11T17:00:00+01:00,2025-12-11T17:00:00Z,2025-12-11T18:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T16:00:00Z,2025-12-11T17:00:00+01:00,2025-12-11T17:00:00Z,2025-12-11T18:00:00+01:00
30.796,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T17:00:00Z,2025-12-11T18:00:00+01:00,2025-12-11T18:00:00Z,2025-12-11T19:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T17:00:00Z,2025-12-11T18:00:00+01:00,2025-12-11T18:00:00Z,2025-12-11T19:00:00+01:00
32.467,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T18:00:00Z,2025-12-11T19:00:00+01:00,2025-12-11T19:00:00Z,2025-12-11T20:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T18:00:00Z,2025-12-11T19:00:00+01:00,2025-12-11T19:00:00Z,2025-12-11T20:00:00+01:00
33.029,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T19:00:00Z,2025-12-11T20:00:00+01:00,2025-12-11T20:00:00Z,2025-12-11T21:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T19:00:00Z,2025-12-11T20:00:00+01:00,2025-12-11T20:00:00Z,2025-12-11T21:00:00+01:00
15.672,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T20:00:00Z,2025-12-11T21:00:00+01:00,2025-12-11T21:00:00Z,2025-12-11T22:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T20:00:00Z,2025-12-11T21:00:00+01:00,2025-12-11T21:00:00Z,2025-12-11T22:00:00+01:00
15.184,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T21:00:00Z,2025-12-11T22:00:00+01:00,2025-12-11T22:00:00Z,2025-12-11T23:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T21:00:00Z,2025-12-11T22:00:00+01:00,2025-12-11T22:00:00Z,2025-12-11T23:00:00+01:00
23.079,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T22:00:00Z,2025-12-11T23:00:00+01:00,2025-12-11T23:00:00Z,2025-12-12T00:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T22:00:00Z,2025-12-11T23:00:00+01:00,2025-12-11T23:00:00Z,2025-12-12T00:00:00+01:00
25.746,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-11T23:00:00Z,2025-12-12T00:00:00+01:00,2025-12-12T00:00:00Z,2025-12-12T01:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-11T23:00:00Z,2025-12-12T00:00:00+01:00,2025-12-12T00:00:00Z,2025-12-12T01:00:00+01:00
15.97,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T00:00:00Z,2025-12-12T01:00:00+01:00,2025-12-12T01:00:00Z,2025-12-12T02:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T00:00:00Z,2025-12-12T01:00:00+01:00,2025-12-12T01:00:00Z,2025-12-12T02:00:00+01:00
13.948,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T01:00:00Z,2025-12-12T02:00:00+01:00,2025-12-12T02:00:00Z,2025-12-12T03:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T01:00:00Z,2025-12-12T02:00:00+01:00,2025-12-12T02:00:00Z,2025-12-12T03:00:00+01:00
13.044,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T02:00:00Z,2025-12-12T03:00:00+01:00,2025-12-12T03:00:00Z,2025-12-12T04:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T02:00:00Z,2025-12-12T03:00:00+01:00,2025-12-12T03:00:00Z,2025-12-12T04:00:00+01:00
16.778,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T03:00:00Z,2025-12-12T04:00:00+01:00,2025-12-12T04:00:00Z,2025-12-12T05:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T03:00:00Z,2025-12-12T04:00:00+01:00,2025-12-12T04:00:00Z,2025-12-12T05:00:00+01:00
12.303,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T04:00:00Z,2025-12-12T05:00:00+01:00,2025-12-12T05:00:00Z,2025-12-12T06:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T04:00:00Z,2025-12-12T05:00:00+01:00,2025-12-12T05:00:00Z,2025-12-12T06:00:00+01:00
20.165,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T05:00:00Z,2025-12-12T06:00:00+01:00,2025-12-12T06:00:00Z,2025-12-12T07:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T05:00:00Z,2025-12-12T06:00:00+01:00,2025-12-12T06:00:00Z,2025-12-12T07:00:00+01:00
26.172,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T06:00:00Z,2025-12-12T07:00:00+01:00,2025-12-12T07:00:00Z,2025-12-12T08:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T06:00:00Z,2025-12-12T07:00:00+01:00,2025-12-12T07:00:00Z,2025-12-12T08:00:00+01:00
23.259,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T07:00:00Z,2025-12-12T08:00:00+01:00,2025-12-12T08:00:00Z,2025-12-12T09:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T07:00:00Z,2025-12-12T08:00:00+01:00,2025-12-12T08:00:00Z,2025-12-12T09:00:00+01:00
16.879,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T08:00:00Z,2025-12-12T09:00:00+01:00,2025-12-12T09:00:00Z,2025-12-12T10:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T08:00:00Z,2025-12-12T09:00:00+01:00,2025-12-12T09:00:00Z,2025-12-12T10:00:00+01:00
15.643,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T09:00:00Z,2025-12-12T10:00:00+01:00,2025-12-12T10:00:00Z,2025-12-12T11:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T09:00:00Z,2025-12-12T10:00:00+01:00,2025-12-12T10:00:00Z,2025-12-12T11:00:00+01:00
16.805,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T10:00:00Z,2025-12-12T11:00:00+01:00,2025-12-12T11:00:00Z,2025-12-12T12:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T10:00:00Z,2025-12-12T11:00:00+01:00,2025-12-12T11:00:00Z,2025-12-12T12:00:00+01:00
16.943,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T13:00:00Z,2025-12-12T14:00:00+01:00,2025-12-12T14:00:00Z,2025-12-12T15:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T13:00:00Z,2025-12-12T14:00:00+01:00,2025-12-12T14:00:00Z,2025-12-12T15:00:00+01:00
21.535,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T15:00:00Z,2025-12-12T16:00:00+01:00,2025-12-12T16:00:00Z,2025-12-12T17:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T15:00:00Z,2025-12-12T16:00:00+01:00,2025-12-12T16:00:00Z,2025-12-12T17:00:00+01:00
26.897,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T16:00:00Z,2025-12-12T17:00:00+01:00,2025-12-12T17:00:00Z,2025-12-12T18:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T16:00:00Z,2025-12-12T17:00:00+01:00,2025-12-12T17:00:00Z,2025-12-12T18:00:00+01:00
25.607,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T17:00:00Z,2025-12-12T18:00:00+01:00,2025-12-12T18:00:00Z,2025-12-12T19:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T17:00:00Z,2025-12-12T18:00:00+01:00,2025-12-12T18:00:00Z,2025-12-12T19:00:00+01:00
14.227,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T18:00:00Z,2025-12-12T19:00:00+01:00,2025-12-12T19:00:00Z,2025-12-12T20:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T18:00:00Z,2025-12-12T19:00:00+01:00,2025-12-12T19:00:00Z,2025-12-12T20:00:00+01:00
10.486,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T19:00:00Z,2025-12-12T20:00:00+01:00,2025-12-12T20:00:00Z,2025-12-12T21:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T19:00:00Z,2025-12-12T20:00:00+01:00,2025-12-12T20:00:00Z,2025-12-12T21:00:00+01:00
24.952,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T20:00:00Z,2025-12-12T21:00:00+01:00,2025-12-12T21:00:00Z,2025-12-12T22:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T20:00:00Z,2025-12-12T21:00:00+01:00,2025-12-12T21:00:00Z,2025-12-12T22:00:00+01:00
21.346,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T21:00:00Z,2025-12-12T22:00:00+01:00,2025-12-12T22:00:00Z,2025-12-12T23:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T21:00:00Z,2025-12-12T22:00:00+01:00,2025-12-12T22:00:00Z,2025-12-12T23:00:00+01:00
29.175,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T22:00:00Z,2025-12-12T23:00:00+01:00,2025-12-12T23:00:00Z,2025-12-13T00:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T22:00:00Z,2025-12-12T23:00:00+01:00,2025-12-12T23:00:00Z,2025-12-13T00:00:00+01:00
19.522,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-12T23:00:00Z,2025-12-13T00:00:00+01:00,2025-12-13T00:00:00Z,2025-12-13T01:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-12T23:00:00Z,2025-12-13T00:00:00+01:00,2025-12-13T00:00:00Z,2025-12-13T01:00:00+01:00
17.444,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T00:00:00Z,2025-12-13T01:00:00+01:00,2025-12-13T01:00:00Z,2025-12-13T02:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T00:00:00Z,2025-12-13T01:00:00+01:00,2025-12-13T01:00:00Z,2025-12-13T02:00:00+01:00
17.12,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T01:00:00Z,2025-12-13T02:00:00+01:00,2025-12-13T02:00:00Z,2025-12-13T03:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T01:00:00Z,2025-12-13T02:00:00+01:00,2025-12-13T02:00:00Z,2025-12-13T03:00:00+01:00
11.433,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T02:00:00Z,2025-12-13T03:00:00+01:00,2025-12-13T03:00:00Z,2025-12-13T04:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T02:00:00Z,2025-12-13T03:00:00+01:00,2025-12-13T03:00:00Z,2025-12-13T04:00:00+01:00
6.392,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T03:00:00Z,2025-12-13T04:00:00+01:00,2025-12-13T04:00:00Z,2025-12-13T05:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T03:00:00Z,2025-12-13T04:00:00+01:00,2025-12-13T04:00:00Z,2025-12-13T05:00:00+01:00
6.51,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T04:00:00Z,2025-12-13T05:00:00+01:00,2025-12-13T05:00:00Z,2025-12-13T06:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T04:00:00Z,2025-12-13T05:00:00+01:00,2025-12-13T05:00:00Z,2025-12-13T06:00:00+01:00
11.096,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T06:00:00Z,2025-12-13T07:00:00+01:00,2025-12-13T07:00:00Z,2025-12-13T08:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T06:00:00Z,2025-12-13T07:00:00+01:00,2025-12-13T07:00:00Z,2025-12-13T08:00:00+01:00
9.474,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T07:00:00Z,2025-12-13T08:00:00+01:00,2025-12-13T08:00:00Z,2025-12-13T09:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T07:00:00Z,2025-12-13T08:00:00+01:00,2025-12-13T08:00:00Z,2025-12-13T09:00:00+01:00
14.045,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T08:00:00Z,2025-12-13T09:00:00+01:00,2025-12-13T09:00:00Z,2025-12-13T10:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T08:00:00Z,2025-12-13T09:00:00+01:00,2025-12-13T09:00:00Z,2025-12-13T10:00:00+01:00
12.829,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T10:00:00Z,2025-12-13T11:00:00+01:00,2025-12-13T11:00:00Z,2025-12-13T12:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T10:00:00Z,2025-12-13T11:00:00+01:00,2025-12-13T11:00:00Z,2025-12-13T12:00:00+01:00
7.947,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T11:00:00Z,2025-12-13T12:00:00+01:00,2025-12-13T12:00:00Z,2025-12-13T13:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T11:00:00Z,2025-12-13T12:00:00+01:00,2025-12-13T12:00:00Z,2025-12-13T13:00:00+01:00
9.726,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T12:00:00Z,2025-12-13T13:00:00+01:00,2025-12-13T13:00:00Z,2025-12-13T14:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T12:00:00Z,2025-12-13T13:00:00+01:00,2025-12-13T13:00:00Z,2025-12-13T14:00:00+01:00
9.73,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T13:00:00Z,2025-12-13T14:00:00+01:00,2025-12-13T14:00:00Z,2025-12-13T15:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T13:00:00Z,2025-12-13T14:00:00+01:00,2025-12-13T14:00:00Z,2025-12-13T15:00:00+01:00
11.879,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T14:00:00Z,2025-12-13T15:00:00+01:00,2025-12-13T15:00:00Z,2025-12-13T16:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T14:00:00Z,2025-12-13T15:00:00+01:00,2025-12-13T15:00:00Z,2025-12-13T16:00:00+01:00
15.945,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T15:00:00Z,2025-12-13T16:00:00+01:00,2025-12-13T16:00:00Z,2025-12-13T17:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T15:00:00Z,2025-12-13T16:00:00+01:00,2025-12-13T16:00:00Z,2025-12-13T17:00:00+01:00
15.655,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T16:00:00Z,2025-12-13T17:00:00+01:00,2025-12-13T17:00:00Z,2025-12-13T18:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T16:00:00Z,2025-12-13T17:00:00+01:00,2025-12-13T17:00:00Z,2025-12-13T18:00:00+01:00
14.055,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T17:00:00Z,2025-12-13T18:00:00+01:00,2025-12-13T18:00:00Z,2025-12-13T19:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T17:00:00Z,2025-12-13T18:00:00+01:00,2025-12-13T18:00:00Z,2025-12-13T19:00:00+01:00
18.118,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T18:00:00Z,2025-12-13T19:00:00+01:00,2025-12-13T19:00:00Z,2025-12-13T20:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T18:00:00Z,2025-12-13T19:00:00+01:00,2025-12-13T19:00:00Z,2025-12-13T20:00:00+01:00
14.694,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T19:00:00Z,2025-12-13T20:00:00+01:00,2025-12-13T20:00:00Z,2025-12-13T21:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T19:00:00Z,2025-12-13T20:00:00+01:00,2025-12-13T20:00:00Z,2025-12-13T21:00:00+01:00
15.406,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T20:00:00Z,2025-12-13T21:00:00+01:00,2025-12-13T21:00:00Z,2025-12-13T22:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T20:00:00Z,2025-12-13T21:00:00+01:00,2025-12-13T21:00:00Z,2025-12-13T22:00:00+01:00
10.222,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T21:00:00Z,2025-12-13T22:00:00+01:00,2025-12-13T22:00:00Z,2025-12-13T23:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T21:00:00Z,2025-12-13T22:00:00+01:00,2025-12-13T22:00:00Z,2025-12-13T23:00:00+01:00
11.412,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T22:00:00Z,2025-12-13T23:00:00+01:00,2025-12-13T23:00:00Z,2025-12-14T00:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T22:00:00Z,2025-12-13T23:00:00+01:00,2025-12-13T23:00:00Z,2025-12-14T00:00:00+01:00
11.322,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-13T23:00:00Z,2025-12-14T00:00:00+01:00,2025-12-14T00:00:00Z,2025-12-14T01:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-13T23:00:00Z,2025-12-14T00:00:00+01:00,2025-12-14T00:00:00Z,2025-12-14T01:00:00+01:00
7.464,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-14T00:00:00Z,2025-12-14T01:00:00+01:00,2025-12-14T01:00:00Z,2025-12-14T02:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-14T00:00:00Z,2025-12-14T01:00:00+01:00,2025-12-14T01:00:00Z,2025-12-14T02:00:00+01:00
5.3,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-14T01:00:00Z,2025-12-14T02:00:00+01:00,2025-12-14T02:00:00Z,2025-12-14T03:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-14T01:00:00Z,2025-12-14T02:00:00+01:00,2025-12-14T02:00:00Z,2025-12-14T03:00:00+01:00
3.895,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-14T02:00:00Z,2025-12-14T03:00:00+01:00,2025-12-14T03:00:00Z,2025-12-14T04:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-14T02:00:00Z,2025-12-14T03:00:00+01:00,2025-12-14T03:00:00Z,2025-12-14T04:00:00+01:00
12.548,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-14T03:00:00Z,2025-12-14T04:00:00+01:00,2025-12-14T04:00:00Z,2025-12-14T05:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-14T03:00:00Z,2025-12-14T04:00:00+01:00,2025-12-14T04:00:00Z,2025-12-14T05:00:00+01:00
7.723,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-14T04:00:00Z,2025-12-14T05:00:00+01:00,2025-12-14T05:00:00Z,2025-12-14T06:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-14T04:00:00Z,2025-12-14T05:00:00+01:00,2025-12-14T05:00:00Z,2025-12-14T06:00:00+01:00
7.798,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-14T05:00:00Z,2025-12-14T06:00:00+01:00,2025-12-14T06:00:00Z,2025-12-14T07:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-14T05:00:00Z,2025-12-14T06:00:00+01:00,2025-12-14T06:00:00Z,2025-12-14T07:00:00+01:00
6.236,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-14T06:00:00Z,2025-12-14T07:00:00+01:00,2025-12-14T07:00:00Z,2025-12-14T08:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-14T06:00:00Z,2025-12-14T07:00:00+01:00,2025-12-14T07:00:00Z,2025-12-14T08:00:00+01:00
8.728,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-14T07:00:00Z,2025-12-14T08:00:00+01:00,2025-12-14T08:00:00Z,2025-12-14T09:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-14T07:00:00Z,2025-12-14T08:00:00+01:00,2025-12-14T08:00:00Z,2025-12-14T09:00:00+01:00
6.977,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-14T08:00:00Z,2025-12-14T09:00:00+01:00,2025-12-14T09:00:00Z,2025-12-14T10:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-14T08:00:00Z,2025-12-14T09:00:00+01:00,2025-12-14T09:00:00Z,2025-12-14T10:00:00+01:00
1.871,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-12-14T09:00:00Z,2025-12-14T10:00:00+01:00,2025-12-14T10:00:00Z,2025-12-14T11:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-12-14T09:00:00Z,2025-12-14T10:00:00+01:00,2025-12-14T10:00:00Z,2025-12-14T11:00:00+01:00
